,0
1061,0
1062,1
1063,1
1064,1
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,1
1072,0
1073,0
1074,1
1075,0
1076,1
1077,1
1078,1
1079,1
1080,0
1081,0
1082,1
1083,0
1084,0
1085,0
1086,1
1087,1
1088,0
1089,1
1090,1
1091,0
1092,0
1093,1
1094,0
1095,0
1096,0
1097,1
1098,1
1099,0
1100,1
1101,1
1102,1
1103,0
1104,1
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,1
1112,1
1113,1
1114,0
1115,1
1116,0
1117,0
1118,0
1119,0
1120,0
1121,1
1122,0
1123,1
1124,0
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,0
1132,0
1133,0
1134,0
1135,0
1136,1
1137,1
1138,0
1139,1
1140,0
1141,0
1142,0
1143,0
1144,1
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,1
1152,1
1153,1
1154,1
1155,0
1156,0
1157,1
1158,0
1159,1
1160,0
1161,0
1162,1
1163,1
1164,1
1165,0
1166,0
1167,1
1168,1
1169,0
1170,1
1171,0
1172,1
1173,1
1174,0
1175,1
1176,1
1177,0
1178,1
1179,1
1180,0
1181,0
1182,1
1183,1
1184,1
1185,1
1186,0
1187,1
1188,0
1189,0
1190,0
1191,1
1192,0
1193,1
1194,1
1195,0
1196,0
1197,0
1198,0
1199,0
1200,1
1201,1
1202,0
1203,1
1204,1
1205,0
1206,1
1207,0
1208,1
1209,1
1210,1
1211,0
1212,1
1213,1
1214,0
1215,0
1216,0
1217,1
1218,0
1219,0
1220,0
1221,1
1222,0
1223,0
1224,0
1225,0
1226,0
1227,1
1228,0
1229,1
1230,0
1231,0
1232,0
1233,1
1234,0
1235,1
1236,0
1237,0
1238,1
1239,1
1240,1
1241,0
1242,1
1243,0
1244,1
1245,1
1246,1
1247,0
1248,0
1249,1
1250,0
1251,0
1252,0
1253,0
1254,0
1255,1
1256,1
1257,0
1258,0
1259,0
1260,0
1261,0
1262,1
1263,0
1264,0
1265,1
1266,0
1267,1
1268,0
1269,0
1270,1
1271,1
1272,1
1273,1
1274,0
1275,1
1276,1
1277,0
1278,0
1279,0
1280,1
1281,1
1282,0
1283,1
1284,1
1285,0
1286,0
1287,0
1288,1
1289,0
1290,1
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,1
1300,1
1301,1
1302,0
1303,1
1304,0
1305,1
1306,1
1307,0
1308,0
1309,1
1310,1
1311,1
1312,0
1313,1
1314,0
1315,1
1316,0
1317,0
1318,0
1319,0
1320,0
1321,1
1322,0
1323,0
1324,0
1325,0
1326,1
1327,0
1328,1
1329,1
1330,0
1331,1
1332,1
1333,0
1334,0
1335,0
1336,1
1337,0
1338,1
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,1
1352,0
1353,0
1354,1
1355,0
1356,1
1357,1
1358,1
1359,0
1360,0
1361,0
1362,1
1363,1
1364,0
1365,1
1366,1
1367,0
1368,0
1369,1
1370,0
1371,1
1372,0
1373,1
1374,0
1375,0
1376,1
1377,1
1378,0
1379,0
1380,0
1381,0
1382,0
1383,1
1384,0
1385,1
1386,0
1387,0
1388,0
1389,0
1390,0
1391,1
1392,1
1393,0
1394,1
1395,0
1396,1
1397,0
1398,0
1399,0
1400,1
1401,0
1402,0
1403,1
1404,0
1405,0
1406,1
1407,1
1408,1
1409,1
1410,1
1411,0
1412,0
1413,1
1414,0
1415,0
1416,0
1417,1
1418,0
1419,0
1420,1
1421,1
1422,1
1423,0
1424,1
1425,1
1426,1
1427,1
1428,1
1429,1
1430,1
1431,0
1432,1
1433,0
1434,0
1435,1
1436,1
1437,1
1438,0
1439,0
1440,1
1441,0
1442,1
1443,0
1444,1
1445,0
1446,1
1447,1
1448,0
1449,0
1450,1
1451,0
1452,1
1453,0
1454,1
1455,1
1456,0
1457,0
1458,0
1459,1
1460,1
1461,0
1462,1
1463,0
1464,1
1465,1
1466,1
1467,1
1468,0
1469,0
1470,0
1471,0
1472,0
1473,1
1474,0
1475,0
1476,0
1477,1
1478,1
1479,1
1480,0
1481,1
1482,1
1483,1
1484,0
1485,1
1486,0
1487,0
1488,0
1489,1
1490,0
1491,1
1492,1
1493,1
1494,1
1495,1
1496,0
1497,0
1498,0
1499,1
1500,1
1501,0
1502,0
1503,1
1504,1
1505,0
1506,0
1507,1
1508,1
1509,0
1510,0
1511,0
1512,1
1513,1
1514,1
1515,1
1516,0
1517,1
1518,1
1519,0
1520,1
1521,1
1522,0
1523,0
1524,0
1525,1
1526,0
1527,1
1528,0
1529,0
1530,0
1531,1
1532,0
1533,0
1534,1
1535,0
1536,1
1537,1
1538,0
1539,0
1540,0
1541,1
1542,0
1543,0
1544,1
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,1
1552,0
1553,1
1554,0
1555,0
1556,1
1557,0
1558,0
1559,1
1560,0
1561,1
1562,0
1563,1
1564,1
1565,1
1566,0
1567,1
1568,0
1569,1
1570,0
1571,1
1572,1
1573,0
1574,0
1575,1
1576,1
1577,1
1578,0
1579,0
1580,0
1581,1
1582,1
1583,0
1584,0
1585,1
1586,0
1587,0
1588,0
1589,0
1590,0
1591,1
1592,1
1593,0
1594,0
1595,1
1596,0
1597,0
1598,0
1599,1
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,1
1611,1
1612,0
1613,0
1614,0
1615,1
1616,1
1617,0
1618,0
1619,0
1620,1
1621,1
1622,0
1623,0
1624,1
1625,1
1626,0
1627,0
1628,0
1629,1
1630,1
1631,0
1632,0
1633,1
1634,1
1635,0
1636,1
1637,1
1638,0
1639,0
1640,0
1641,1
1642,1
1643,0
1644,1
1645,1
1646,1
1647,0
1648,0
1649,0
1650,1
1651,0
1652,1
1653,0
1654,1
1655,0
1656,0
1657,1
1658,0
1659,0
1660,0
1661,1
1662,0
1663,1
1664,0
1665,1
1666,0
1667,0
1668,0
1669,0
1670,1
1671,1
1672,0
1673,1
1674,1
1675,0
1676,1
1677,0
1678,0
1679,1
1680,0
1681,1
1682,1
1683,0
1684,1
1685,1
1686,1
1687,0
1688,1
1689,0
1690,0
1691,1
1692,0
1693,1
1694,1
1695,1
1696,1
1697,1
1698,1
1699,1
1700,1
1701,1
1702,1
1703,0
1704,1
1705,1
1706,0
1707,0
1708,1
1709,0
1710,0
1711,1
1712,0
1713,0
1714,0
1715,0
1716,0
1717,1
1718,1
1719,0
1720,0
1721,0
1722,1
1723,0
1724,0
1725,1
1726,1
1727,1
1728,1
1729,0
1730,1
1731,0
1732,1
1733,1
1734,1
1735,1
1736,1
1737,0
1738,0
1739,1
1740,0
1741,1
1742,1
1743,0
1744,1
1745,0
1746,0
1747,0
1748,1
1749,1
1750,0
1751,0
1752,0
1753,1
1754,0
1755,0
1756,0
1757,0
1758,1
1759,1
1760,1
1761,1
1762,1
1763,0
1764,1
1765,0
1766,0
1767,1
1768,1
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,1
1776,0
1777,0
1778,1
1779,1
1780,1
1781,0
1782,1
1783,0
1784,0
1785,0
1786,1
1787,0
1788,1
1789,0
1790,0
1791,0
1792,1
1793,0
1794,1
1795,1
1796,1
1797,0
1798,0
1799,1
1800,0
1801,1
1802,1
1803,0
1804,0
1805,1
1806,1
1807,1
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,1
1816,0
1817,0
1818,1
1819,1
1820,0
1821,0
1822,0
1823,0
1824,1
1825,0
1826,1
1827,1
1828,0
1829,1
1830,1
1831,1
1832,0
1833,1
1834,1
1835,0
1836,1
1837,1
1838,0
1839,1
1840,1
1841,1
1842,0
1843,1
1844,0
1845,0
1846,0
1847,0
1848,1
1849,1
1850,0
1851,1
1852,1
1853,0
1854,1
1855,1
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,1
1863,0
1864,0
1865,1
1866,0
1867,0
1868,0
1869,0
1870,1
1871,1
1872,1
1873,0
1874,1
1875,1
1876,1
1877,0
1878,1
1879,0
1880,1
1881,1
1882,0
1883,1
1884,0
1885,0
1886,1
1887,0
1888,1
1889,0
1890,0
1891,1
1892,0
1893,0
1894,0
1895,1
1896,1
1897,1
1898,1
1899,0
1900,1
1901,1
1902,0
1903,1
1904,0
1905,0
1906,1
1907,0
1908,0
1909,0
1910,0
1911,0
1912,1
1913,1
1914,1
1915,0
1916,1
1917,0
1918,1
1919,1
1920,0
1921,0
1922,0
1923,0
1924,1
1925,1
1926,0
1927,0
1928,0
1929,1
1930,1
1931,0
1932,0
1933,0
1934,1
1935,1
1936,1
1937,0
1938,1
1939,0
1940,1
1941,0
1942,0
1943,1
1944,0
1945,1
1946,1
1947,1
1948,1
1949,0
1950,0
1951,1
1952,0
1953,1
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,1
1961,1
1962,0
1963,0
1964,1
1965,1
1966,0
1967,1
1968,1
1969,1
1970,0
1971,1
1972,1
1973,0
1974,1
1975,1
1976,1
1977,0
1978,1
1979,1
1980,0
1981,1
1982,0
1983,0
1984,0
1985,1
1986,1
1987,0
1988,1
1989,0
1990,1
1991,0
1992,0
1993,1
1994,1
1995,0
1996,0
1997,1
1998,0
1999,0
2000,1
2001,1
2002,0
2003,0
2004,0
2005,1
2006,1
2007,0
2008,1
2009,1
2010,0
2011,1
2012,0
2013,1
2014,0
2015,1
2016,1
2017,1
2018,1
2019,1
2020,1
2021,0
2022,0
2023,1
2024,0
2025,1
2026,1
2027,0
2028,1
2029,0
2030,0
2031,0
2032,0
2033,1
2034,1
2035,1
2036,1
2037,0
2038,0
2039,1
2040,0
2041,1
2042,0
2043,1
2044,1
2045,0
2046,0
2047,0
2048,1
2049,0
2050,1
2051,1
2052,1
2053,0
2054,0
2055,0
2056,0
2057,1
2058,0
2059,0
2060,1
2061,1
2062,0
2063,1
2064,1
2065,0
2066,0
2067,0
2068,0
2069,1
2070,1
2071,0
2072,0
2073,1
2074,1
2075,0
2076,1
2077,0
2078,1
2079,1
2080,1
2081,1
2082,0
2083,1
2084,1
2085,0
2086,0
2087,1
2088,0
2089,0
2090,1
2091,0
2092,0
2093,0
2094,1
2095,0
2096,1
2097,0
2098,0
2099,1
2100,1
2101,0
2102,1
2103,1
2104,0
2105,0
2106,0
2107,0
2108,0
2109,1
2110,1
2111,0
2112,1
2113,1
2114,1
2115,1
2116,1
2117,0
2118,0
2119,0
2120,1
2121,1
2122,0
2123,0
2124,1
2125,1
2126,0
2127,0
2128,1
2129,1
2130,0
2131,0
2132,0
2133,1
2134,0
2135,1
2136,0
2137,1
2138,0
2139,0
2140,1
2141,0
2142,1
2143,1
2144,0
2145,0
2146,1
2147,1
2148,0
2149,1
2150,1
2151,1
2152,1
2153,0
2154,1
2155,0
2156,0
2157,1
2158,1
2159,1
2160,1
2161,0
2162,1
2163,1
2164,0
2165,1
2166,0
2167,0
2168,1
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,1
2176,1
2177,0
2178,1
2179,1
2180,0
2181,1
2182,1
2183,1
2184,1
2185,0
2186,1
2187,0
2188,1
2189,0
2190,0
2191,1
2192,1
2193,1
2194,0
2195,0
2196,1
2197,1
2198,0
2199,1
2200,0
2201,1
2202,0
2203,0
2204,1
2205,0
2206,0
2207,1
2208,0
2209,0
2210,1
2211,0
2212,0
2213,1
2214,1
2215,1
2216,1
2217,0
2218,1
2219,0
2220,0
2221,1
2222,0
2223,1
2224,0
2225,1
2226,1
2227,0
2228,1
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,1
2236,1
2237,0
2238,0
2239,1
2240,0
2241,1
2242,0
2243,0
2244,0
2245,1
2246,1
2247,1
2248,0
2249,0
2250,1
2251,0
2252,0
2253,0
2254,1
2255,0
2256,0
2257,0
2258,0
2259,1
2260,0
2261,0
2262,1
2263,1
2264,0
2265,0
2266,1
2267,1
2268,1
2269,0
2270,1
2271,0
2272,0
2273,1
2274,1
2275,0
2276,0
2277,0
2278,0
2279,1
2280,0
2281,0
2282,0
2283,0
2284,0
2285,1
2286,1
2287,0
2288,1
2289,1
2290,0
2291,1
2292,0
2293,0
2294,1
2295,0
2296,1
2297,0
2298,0
2299,0
2300,1
2301,0
2302,1
2303,1
2304,0
2305,0
2306,1
2307,0
2308,0
2309,1
2310,1
2311,0
2312,0
2313,0
2314,0
2315,0
2316,1
2317,1
2318,0
2319,0
2320,0
2321,0
2322,0
2323,1
2324,0
2325,1
2326,0
2327,0
2328,1
2329,0
2330,1
2331,0
2332,0
2333,1
2334,0
2335,1
2336,1
2337,0
2338,1
2339,1
2340,1
2341,0
2342,1
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,1
2350,1
2351,1
2352,0
2353,1
2354,1
2355,0
2356,0
2357,1
2358,1
2359,0
2360,0
2361,0
2362,1
2363,1
2364,0
2365,1
2366,1
2367,1
2368,0
2369,1
2370,0
2371,1
2372,0
2373,1
2374,0
2375,1
2376,1
2377,1
2378,1
2379,1
2380,0
2381,0
2382,1
2383,1
2384,1
2385,0
2386,0
2387,0
2388,0
2389,0
2390,1
2391,0
2392,0
2393,1
2394,1
2395,0
2396,1
2397,1
2398,0
2399,0
2400,0
2401,1
2402,1
2403,0
2404,0
2405,1
2406,0
2407,0
2408,1
2409,1
2410,0
2411,0
2412,1
2413,1
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,0
2421,1
2422,0
2423,1
2424,0
2425,1
2426,1
2427,0
2428,0
2429,0
2430,1
2431,0
2432,0
2433,1
2434,1
2435,0
2436,1
2437,0
2438,0
2439,1
2440,1
2441,0
2442,1
2443,0
2444,1
2445,0
2446,1
2447,1
2448,0
2449,1
2450,1
2451,1
2452,1
2453,0
2454,0
2455,1
2456,0
2457,1
2458,1
2459,1
2460,1
2461,1
2462,0
2463,0
2464,1
2465,1
2466,0
2467,0
2468,1
2469,1
2470,1
2471,1
2472,1
2473,0
2474,0
2475,0
2476,1
2477,1
2478,0
2479,0
2480,1
2481,0
2482,0
2483,0
2484,1
2485,0
2486,0
2487,1
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,1
2498,1
2499,1
2500,1
2501,1
2502,0
2503,1
2504,1
2505,1
2506,1
2507,1
2508,0
2509,0
2510,0
2511,0
2512,1
2513,0
2514,1
2515,0
2516,1
2517,0
2518,0
2519,1
2520,0
2521,1
2522,0
2523,0
2524,1
2525,0
2526,1
2527,0
2528,1
2529,1
2530,0
2531,1
2532,0
2533,0
2534,1
2535,1
2536,1
2537,0
2538,1
2539,0
2540,1
2541,0
2542,0
2543,0
2544,1
2545,1
2546,0
2547,0
2548,0
2549,1
2550,0
2551,0
2552,0
2553,0
2554,0
2555,1
2556,1
2557,1
2558,1
2559,0
2560,0
2561,0
2562,1
2563,1
2564,0
2565,0
2566,1
2567,0
2568,0
2569,0
2570,1
2571,0
2572,1
2573,1
2574,0
2575,1
2576,1
2577,1
2578,0
2579,1
2580,1
2581,1
2582,0
2583,1
2584,0
2585,0
2586,1
2587,0
2588,0
2589,0
2590,1
2591,1
2592,1
2593,0
2594,1
2595,0
2596,0
2597,1
2598,1
2599,0
2600,1
2601,0
2602,1
2603,1
2604,1
2605,0
2606,0
2607,0
2608,0
2609,0
2610,0
2611,0
2612,1
2613,1
2614,1
2615,0
2616,0
2617,0
2618,1
2619,1
2620,1
2621,0
2622,0
2623,1
2624,0
2625,1
2626,1
2627,0
2628,1
2629,0
2630,1
2631,1
2632,0
2633,1
2634,1
2635,0
2636,1
2637,0
2638,0
2639,1
2640,0
2641,0
2642,1
2643,0
2644,1
2645,0
2646,1
2647,0
2648,0
2649,0
2650,1
2651,0
2652,0
2653,1
2654,1
2655,1
2656,0
2657,0
2658,1
2659,1
2660,0
2661,1
2662,1
2663,1
2664,0
2665,1
2666,1
2667,1
2668,0
2669,1
2670,0
2671,0
2672,1
2673,0
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,0
2682,1
2683,0
2684,0
2685,1
2686,0
2687,0
2688,0
2689,1
2690,0
2691,1
2692,0
2693,1
2694,0
2695,0
2696,0
2697,1
2698,1
2699,0
2700,1
2701,0
2702,1
2703,1
2704,1
2705,0
2706,0
2707,1
2708,1
2709,1
2710,0
2711,0
2712,0
2713,0
2714,0
2715,1
2716,0
2717,1
2718,0
2719,0
2720,0
2721,1
2722,0
2723,1
2724,1
2725,1
2726,1
2727,1
2728,0
2729,0
2730,0
2731,1
2732,0
2733,1
2734,1
2735,0
2736,1
2737,0
2738,0
2739,0
2740,0
2741,0
2742,0
2743,0
2744,0
2745,1
2746,0
2747,1
2748,0
2749,0
2750,0
2751,0
2752,1
2753,0
2754,0
2755,0
2756,0
2757,0
2758,1
2759,1
2760,1
2761,0
2762,1
2763,0
2764,0
2765,0
2766,0
2767,0
2768,1
2769,1
2770,1
2771,1
2772,0
2773,0
2774,1
2775,0
2776,1
2777,0
2778,1
2779,1
2780,0
2781,1
2782,1
2783,0
2784,0
2785,1
2786,1
2787,1
2788,0
2789,1
2790,1
2791,1
2792,1
2793,0
2794,0
2795,1
2796,1
2797,0
2798,1
2799,0
2800,0
2801,1
2802,0
2803,1
2804,0
2805,0
2806,0
2807,1
2808,0
2809,0
2810,1
2811,0
2812,1
2813,1
2814,0
2815,1
2816,0
2817,0
2818,1
2819,1
2820,0
2821,1
2822,0
2823,0
2824,1
2825,0
2826,1
2827,1
2828,1
2829,1
2830,0
2831,0
2832,1
2833,0
2834,1
2835,0
2836,0
2837,0
2838,0
2839,0
2840,1
2841,0
2842,0
2843,0
2844,1
2845,0
2846,1
2847,1
2848,0
2849,1
2850,0
2851,1
2852,0
2853,1
2854,0
2855,0
2856,0
2857,1
2858,1
2859,0
2860,1
2861,0
2862,0
2863,0
2864,1
2865,0
2866,1
2867,1
2868,1
2869,0
2870,0
2871,1
2872,1
2873,1
2874,1
2875,1
2876,0
2877,0
2878,1
2879,0
2880,0
2881,1
2882,0
2883,1
2884,0
2885,0
2886,1
2887,1
2888,1
2889,1
2890,1
2891,0
2892,1
2893,0
2894,0
2895,0
2896,1
2897,1
2898,1
2899,1
2900,0
2901,1
2902,1
2903,1
2904,1
2905,1
2906,1
2907,1
2908,0
2909,0
2910,0
2911,1
2912,0
2913,1
2914,0
2915,1
2916,1
2917,1
2918,0
2919,1
2920,0
2921,0
2922,1
2923,1
2924,0
2925,1
2926,1
2927,0
2928,0
2929,0
2930,0
2931,0
2932,1
2933,1
2934,0
2935,1
2936,0
2937,1
2938,0
2939,0
2940,0
2941,1
2942,0
2943,1
2944,0
2945,1
2946,1
2947,0
2948,1
2949,1
2950,1
2951,1
2952,0
2953,0
2954,0
2955,1
2956,1
2957,0
2958,0
2959,1
2960,0
2961,1
2962,1
2963,1
2964,0
2965,1
2966,1
2967,0
2968,0
2969,1
2970,1
2971,0
2972,0
2973,1
2974,0
2975,0
2976,1
2977,1
2978,0
2979,0
2980,1
2981,0
2982,1
2983,0
2984,0
2985,0
2986,1
2987,1
2988,0
2989,0
2990,0
2991,1
2992,0
2993,1
2994,0
2995,1
2996,0
2997,1
